CODE_DOMAIN,CODE_VALUE,CODE_DESC,uri,uri2,uri3,uri4,preflabel,preflabel2,preflabel3
C_O_ASC,FR,Kandosolic,http://registry.it.csiro.au/def/soils/asc/,kandosolic,kandosolic,http://registry.it.csiro.au/def/soils/asc/kandosolic,"""",@en,"""Kandosolic""@en"
C_O_ASC,FS,Terric,http://registry.it.csiro.au/def/soils/asc/,terric,terric,http://registry.it.csiro.au/def/soils/asc/terric,"""",@en,"""Terric""@en"
C_O_ASC,FT,Humose-Basic,http://registry.it.csiro.au/def/soils/asc/,humose-basic,humose-basic,http://registry.it.csiro.au/def/soils/asc/humose-basic,"""",@en,"""Humose-Basic""@en"
C_O_ASC,FU,Melacic-Basic,http://registry.it.csiro.au/def/soils/asc/,melacic-basic,melacic-basic,http://registry.it.csiro.au/def/soils/asc/melacic-basic,"""",@en,"""Melacic-Basic""@en"
C_O_ASC,FV,Melanic-Acidic,http://registry.it.csiro.au/def/soils/asc/,melanic-acidic,melanic-acidic,http://registry.it.csiro.au/def/soils/asc/melanic-acidic,"""",@en,"""Melanic-Acidic""@en"
C_O_ASC,FW,Faunic,http://registry.it.csiro.au/def/soils/asc/,faunic,faunic,http://registry.it.csiro.au/def/soils/asc/faunic,"""",@en,"""Faunic""@en"
C_O_ASC,FX,Lutaceous,http://registry.it.csiro.au/def/soils/asc/,lutaceous,lutaceous,http://registry.it.csiro.au/def/soils/asc/lutaceous,"""",@en,"""Lutaceous""@en"
C_O_ASC,FY,Epicalcareous,http://registry.it.csiro.au/def/soils/asc/,epicalcareous,epicalcareous,http://registry.it.csiro.au/def/soils/asc/epicalcareous,"""",@en,"""Epicalcareous""@en"
C_O_ASC,FZ,Endocalcareous,http://registry.it.csiro.au/def/soils/asc/,endocalcareous,endocalcareous,http://registry.it.csiro.au/def/soils/asc/endocalcareous,"""",@en,"""Endocalcareous""@en"
C_O_ASC,GA,Epiacidic,http://registry.it.csiro.au/def/soils/asc/,epiacidic,epiacidic,http://registry.it.csiro.au/def/soils/asc/epiacidic,"""",@en,"""Epiacidic""@en"
C_O_ASC,GB,Epicalcareous-Endohypersodic,http://registry.it.csiro.au/def/soils/asc/,epicalcareous-endohypersodic,epicalcareous-endohypersodic,http://registry.it.csiro.au/def/soils/asc/epicalcareous-endohypersodic,"""",@en,"""Epicalcareous-Endohypersodic""@en"
C_O_ASC,GC,Melacic-Reticulate,http://registry.it.csiro.au/def/soils/asc/,melacic-reticulate,melacic-reticulate,http://registry.it.csiro.au/def/soils/asc/melacic-reticulate,"""",@en,"""Melacic-Reticulate""@en"
C_O_ASC,GD,Peaty-Placic,http://registry.it.csiro.au/def/soils/asc/,peaty-placic,peaty-placic,http://registry.it.csiro.au/def/soils/asc/peaty-placic,"""",@en,"""Peaty-Placic""@en"
C_O_ASC,GE,Ferric-Petroferric,http://registry.it.csiro.au/def/soils/asc/,ferric-petroferric,ferric-petroferric,http://registry.it.csiro.au/def/soils/asc/ferric-petroferric,"""",@en,"""Ferric-Petroferric""@en"
C_O_ASC,GF,Regolithic,http://registry.it.csiro.au/def/soils/asc/,regolithic,regolithic,http://registry.it.csiro.au/def/soils/asc/regolithic,"""",@en,"""Regolithic""@en"
C_O_ASC,GG,Episodic-Endoacidic,http://registry.it.csiro.au/def/soils/asc/,episodic-endoacidic,episodic-endoacidic,http://registry.it.csiro.au/def/soils/asc/episodic-endoacidic,"""",@en,"""Episodic-Endoacidic""@en"
C_O_ASC,GH,Episodic-Epicalcareous,http://registry.it.csiro.au/def/soils/asc/,episodic-epicalcareous,episodic-epicalcareous,http://registry.it.csiro.au/def/soils/asc/episodic-epicalcareous,"""",@en,"""Episodic-Epicalcareous""@en"
C_O_ASC,GI,Episodic-Endocalcareous,http://registry.it.csiro.au/def/soils/asc/,episodic-endocalcareous,episodic-endocalcareous,http://registry.it.csiro.au/def/soils/asc/episodic-endocalcareous,"""",@en,"""Episodic-Endocalcareous""@en"
C_O_ASC,GJ,Epicalcareous-Endoacidic,http://registry.it.csiro.au/def/soils/asc/,epicalcareous-endoacidic,epicalcareous-endoacidic,http://registry.it.csiro.au/def/soils/asc/epicalcareous-endoacidic,"""",@en,"""Epicalcareous-Endoacidic""@en"
C_O_ASC,GK,Epiacidic-Mottled,http://registry.it.csiro.au/def/soils/asc/,epiacidic-mottled,epiacidic-mottled,http://registry.it.csiro.au/def/soils/asc/epiacidic-mottled,"""",@en,"""Epiacidic-Mottled""@en"
C_O_ASC,GL,Endoacidic-Mottled,http://registry.it.csiro.au/def/soils/asc/,endoacidic-mottled,endoacidic-mottled,http://registry.it.csiro.au/def/soils/asc/endoacidic-mottled,"""",@en,"""Endoacidic-Mottled""@en"
C_O_ASC,GM,Endocalcareous-Endohypersodic,http://registry.it.csiro.au/def/soils/asc/,endocalcareous-endohypersodic,endocalcareous-endohypersodic,http://registry.it.csiro.au/def/soils/asc/endocalcareous-endohypersodic,"""",@en,"""Endocalcareous-Endohypersodic""@en"
C_O_ASC,GN,Epihypersodic-Endoacidic,http://registry.it.csiro.au/def/soils/asc/,epihypersodic-endoacidic,epihypersodic-endoacidic,http://registry.it.csiro.au/def/soils/asc/epihypersodic-endoacidic,"""",@en,"""Epihypersodic-Endoacidic""@en"
C_O_ASC,GO,Epihypersodic-Endocalcareous,http://registry.it.csiro.au/def/soils/asc/,epihypersodic-endocalcareous,epihypersodic-endocalcareous,http://registry.it.csiro.au/def/soils/asc/epihypersodic-endocalcareous,"""",@en,"""Epihypersodic-Endocalcareous""@en"
C_O_ASC,GP,Magnesic-Natric,http://registry.it.csiro.au/def/soils/asc/,magnesic-natric,magnesic-natric,http://registry.it.csiro.au/def/soils/asc/magnesic-natric,"""",@en,"""Magnesic-Natric""@en"
C_O_ASC,GQ,Episodic-Gypsic,http://registry.it.csiro.au/def/soils/asc/,episodic-gypsic,episodic-gypsic,http://registry.it.csiro.au/def/soils/asc/episodic-gypsic,"""",@en,"""Episodic-Gypsic""@en"
C_O_ASC,GR,Rudosolic,http://registry.it.csiro.au/def/soils/asc/,rudosolic,rudosolic,http://registry.it.csiro.au/def/soils/asc/rudosolic,"""",@en,"""Rudosolic""@en"
C_O_ASC,GS,Epipedal,http://registry.it.csiro.au/def/soils/asc/,epipedal,epipedal,http://registry.it.csiro.au/def/soils/asc/epipedal,"""",@en,"""Epipedal""@en"
C_O_ASC,GT,Tenosolic,http://registry.it.csiro.au/def/soils/asc/,tenosolic,tenosolic,http://registry.it.csiro.au/def/soils/asc/tenosolic,"""",@en,"""Tenosolic""@en"
C_O_ASC,GU,Humose-Calcareous,http://registry.it.csiro.au/def/soils/asc/,humose-calcareous,humose-calcareous,http://registry.it.csiro.au/def/soils/asc/humose-calcareous,"""",@en,"""Humose-Calcareous""@en"
C_O_ASC,GV,Lutic,http://registry.it.csiro.au/def/soils/asc/,lutic,lutic,http://registry.it.csiro.au/def/soils/asc/lutic,"""",@en,"""Lutic""@en"
C_O_ASC,GW,Ferric-Acidic,http://registry.it.csiro.au/def/soils/asc/,ferric-acidic,ferric-acidic,http://registry.it.csiro.au/def/soils/asc/ferric-acidic,"""",@en,"""Ferric-Acidic""@en"
C_O_ASC,GX,Manganic-Acidic,http://registry.it.csiro.au/def/soils/asc/,manganic-acidic,manganic-acidic,http://registry.it.csiro.au/def/soils/asc/manganic-acidic,"""",@en,"""Manganic-Acidic""@en"
C_O_ASC,GY,Humose-Acidic,http://registry.it.csiro.au/def/soils/asc/,humose-acidic,humose-acidic,http://registry.it.csiro.au/def/soils/asc/humose-acidic,"""",@en,"""Humose-Acidic""@en"
C_O_ASC,GZ,Bleached-Orthic,http://registry.it.csiro.au/def/soils/asc/,bleached-orthic,bleached-orthic,http://registry.it.csiro.au/def/soils/asc/bleached-orthic,"""",@en,"""Bleached-Orthic""@en"
C_O_ASC,HA,Melanic-Sodic,http://registry.it.csiro.au/def/soils/asc/,melanic-sodic,melanic-sodic,http://registry.it.csiro.au/def/soils/asc/melanic-sodic,"""",@en,"""Melanic-Sodic""@en"
C_O_ASC,HB,Mottled-Sodic,http://registry.it.csiro.au/def/soils/asc/,mottled-sodic,mottled-sodic,http://registry.it.csiro.au/def/soils/asc/mottled-sodic,"""",@en,"""Mottled-Sodic""@en"
C_O_ASC,HC,Ferric-Sodic,http://registry.it.csiro.au/def/soils/asc/,ferric-sodic,ferric-sodic,http://registry.it.csiro.au/def/soils/asc/ferric-sodic,"""",@en,"""Ferric-Sodic""@en"
C_O_ASC,HD,Rudaceous,http://registry.it.csiro.au/def/soils/asc/,rudaceous,rudaceous,http://registry.it.csiro.au/def/soils/asc/rudaceous,"""",@en,"""Rudaceous""@en"
C_O_ASC,HE,Endocalcareous-Mottled,http://registry.it.csiro.au/def/soils/asc/,endocalcareous-mottled,endocalcareous-mottled,http://registry.it.csiro.au/def/soils/asc/endocalcareous-mottled,"""",@en,"""Endocalcareous-Mottled""@en"
C_O_ASC,HF,Tephric,http://registry.it.csiro.au/def/soils/asc/,tephric,tephric,http://registry.it.csiro.au/def/soils/asc/tephric,"""",@en,"""Tephric""@en"
C_O_ASC,HG,Carbic,http://registry.it.csiro.au/def/soils/asc/,carbic,carbic,http://registry.it.csiro.au/def/soils/asc/carbic,"""",@en,"""Carbic""@en"
C_O_ASC,HH,Clastic,http://registry.it.csiro.au/def/soils/asc/,clastic,clastic,http://registry.it.csiro.au/def/soils/asc/clastic,"""",@en,"""Clastic""@en"
C_O_ASC,HI,Colluvic,http://registry.it.csiro.au/def/soils/asc/,colluvic,colluvic,http://registry.it.csiro.au/def/soils/asc/colluvic,"""",@en,"""Colluvic""@en"
C_O_ASC,HJ,Lithosolic,http://registry.it.csiro.au/def/soils/asc/,lithosolic,lithosolic,http://registry.it.csiro.au/def/soils/asc/lithosolic,"""",@en,"""Lithosolic""@en"
C_O_ASC,HK,Supravescent,http://registry.it.csiro.au/def/soils/asc/,supravescent,supravescent,http://registry.it.csiro.au/def/soils/asc/supravescent,"""",@en,"""Supravescent""@en"
C_O_ASC,HL,Episulfidic,http://registry.it.csiro.au/def/soils/asc/,episulfidic,episulfidic,http://registry.it.csiro.au/def/soils/asc/episulfidic,"""",@en,"""Episulfidic""@en"
C_O_ASC,HM,Episulfidic-Petrocalcic,http://registry.it.csiro.au/def/soils/asc/,episulfidic-petrocalcic,episulfidic-petrocalcic,http://registry.it.csiro.au/def/soils/asc/episulfidic-petrocalcic,"""",@en,"""Episulfidic-Petrocalcic""@en"
C_O_ASC,HN,Densic-Placic,http://registry.it.csiro.au/def/soils/asc/,densic-placic,densic-placic,http://registry.it.csiro.au/def/soils/asc/densic-placic,"""",@en,"""Densic-Placic""@en"
C_O_ASC,HO,Acidic-Sodic,http://registry.it.csiro.au/def/soils/asc/,acidic-sodic,acidic-sodic,http://registry.it.csiro.au/def/soils/asc/acidic-sodic,"""",@en,"""Acidic-Sodic""@en"
C_O_ASC,HP,Palic-Acidic,http://registry.it.csiro.au/def/soils/asc/,palic-acidic,palic-acidic,http://registry.it.csiro.au/def/soils/asc/palic-acidic,"""",@en,"""Palic-Acidic""@en"
C_O_ASC,HQ,Ochric-Acidic,http://registry.it.csiro.au/def/soils/asc/,ochric-acidic,ochric-acidic,http://registry.it.csiro.au/def/soils/asc/ochric-acidic,"""",@en,"""Ochric-Acidic""@en"
C_O_ASC,HR,Cumulic,http://registry.it.csiro.au/def/soils/asc/,cumulic,cumulic,http://registry.it.csiro.au/def/soils/asc/cumulic,"""",@en,"""Cumulic""@en"
C_O_ASC,HS,Hortic,http://registry.it.csiro.au/def/soils/asc/,hortic,hortic,http://registry.it.csiro.au/def/soils/asc/hortic,"""",@en,"""Hortic""@en"
C_O_ASC,HT,Garbic,http://registry.it.csiro.au/def/soils/asc/,garbic,garbic,http://registry.it.csiro.au/def/soils/asc/garbic,"""",@en,"""Garbic""@en"
C_O_ASC,HU,Urbic,http://registry.it.csiro.au/def/soils/asc/,urbic,urbic,http://registry.it.csiro.au/def/soils/asc/urbic,"""",@en,"""Urbic""@en"
C_O_ASC,HV,Dredgic,http://registry.it.csiro.au/def/soils/asc/,dredgic,dredgic,http://registry.it.csiro.au/def/soils/asc/dredgic,"""",@en,"""Dredgic""@en"
C_O_ASC,HW,Spolic,http://registry.it.csiro.au/def/soils/asc/,spolic,spolic,http://registry.it.csiro.au/def/soils/asc/spolic,"""",@en,"""Spolic""@en"
C_O_ASC,HX,Scalpic,http://registry.it.csiro.au/def/soils/asc/,scalpic,scalpic,http://registry.it.csiro.au/def/soils/asc/scalpic,"""",@en,"""Scalpic""@en"
C_O_ASC,HZ,Ashy,http://registry.it.csiro.au/def/soils/asc/,ashy,ashy,http://registry.it.csiro.au/def/soils/asc/ashy,"""",@en,"""Ashy""@en"
C_O_ASC,IA,Inceptic,http://registry.it.csiro.au/def/soils/asc/,inceptic,inceptic,http://registry.it.csiro.au/def/soils/asc/inceptic,"""",@en,"""Inceptic""@en"
C_O_ASC,IB,Epibasic,http://registry.it.csiro.au/def/soils/asc/,epibasic,epibasic,http://registry.it.csiro.au/def/soils/asc/epibasic,"""",@en,"""Epibasic""@en"
C_O_ASC,IC,Ceteric,http://registry.it.csiro.au/def/soils/asc/,ceteric,ceteric,http://registry.it.csiro.au/def/soils/asc/ceteric,"""",@en,"""Ceteric""@en"
C_O_ASC,ID,Subpeaty,http://registry.it.csiro.au/def/soils/asc/,subpeaty,subpeaty,http://registry.it.csiro.au/def/soils/asc/subpeaty,"""",@en,"""Subpeaty""@en"
C_O_ASC,IE,Effervescent,http://registry.it.csiro.au/def/soils/asc/,effervescent,effervescent,http://registry.it.csiro.au/def/soils/asc/effervescent,"""",@en,"""Effervescent""@en"
C_O_ASC,IF,Folic,http://registry.it.csiro.au/def/soils/asc/,folic,folic,http://registry.it.csiro.au/def/soils/asc/folic,"""",@en,"""Folic""@en"
C_O_ASC,IG,Humosesquic_Sesquic,http://registry.it.csiro.au/def/soils/asc/,humosesquic_sesquic,humosesquic_sesquic,http://registry.it.csiro.au/def/soils/asc/humosesquic_sesquic,"""",@en,"""Humosesquic_Sesquic""@en"
C_O_ASC,IH,Humic_Alsilic,http://registry.it.csiro.au/def/soils/asc/,humic_alsilic,humic_alsilic,http://registry.it.csiro.au/def/soils/asc/humic_alsilic,"""",@en,"""Humic_Alsilic""@en"
C_O_ASC,IJ,Modic,http://registry.it.csiro.au/def/soils/asc/,modic,modic,http://registry.it.csiro.au/def/soils/asc/modic,"""",@en,"""Modic""@en"
C_O_ASC,IK,Histic-Sulfidic,http://registry.it.csiro.au/def/soils/asc/,histic-sulfidic,histic-sulfidic,http://registry.it.csiro.au/def/soils/asc/histic-sulfidic,"""",@en,"""Histic-Sulfidic""@en"
C_O_ASC,IL,Sequi-Nodular,http://registry.it.csiro.au/def/soils/asc/,sequi-nodular,sequi-nodular,http://registry.it.csiro.au/def/soils/asc/sequi-nodular,"""",@en,"""Sequi-Nodular""@en"
C_O_ASC,IM,Calcenic,http://registry.it.csiro.au/def/soils/asc/,calcenic,calcenic,http://registry.it.csiro.au/def/soils/asc/calcenic,"""",@en,"""Calcenic""@en"
C_O_ASC,IN,Red-Orthic,http://registry.it.csiro.au/def/soils/asc/,red-orthic,red-orthic,http://registry.it.csiro.au/def/soils/asc/red-orthic,"""",@en,"""Red-Orthic""@en"
C_O_ASC,IO,Brown-Orthic,http://registry.it.csiro.au/def/soils/asc/,brown-orthic,brown-orthic,http://registry.it.csiro.au/def/soils/asc/brown-orthic,"""",@en,"""Brown-Orthic""@en"
C_O_ASC,IP,Yellow-Orthic,http://registry.it.csiro.au/def/soils/asc/,yellow-orthic,yellow-orthic,http://registry.it.csiro.au/def/soils/asc/yellow-orthic,"""",@en,"""Yellow-Orthic""@en"
C_O_ASC,IQ,Grey-Orthic,http://registry.it.csiro.au/def/soils/asc/,grey-orthic,grey-orthic,http://registry.it.csiro.au/def/soils/asc/grey-orthic,"""",@en,"""Grey-Orthic""@en"
C_O_ASC,IR,Black-Orthic,http://registry.it.csiro.au/def/soils/asc/,black-orthic,black-orthic,http://registry.it.csiro.au/def/soils/asc/black-orthic,"""",@en,"""Black-Orthic""@en"
C_O_ASC,IS,Ferric-Reticulate,http://registry.it.csiro.au/def/soils/asc/,ferric-reticulate,ferric-reticulate,http://registry.it.csiro.au/def/soils/asc/ferric-reticulate,"""",@en,"""Ferric-Reticulate""@en"
C_O_ASC,XX,Available Class Inappropriate,http://registry.it.csiro.au/def/soils/asc/,available class inappropriate,available-class-inappropriate,http://registry.it.csiro.au/def/soils/asc/available-class-inappropriate,"""",@en,"""Available Class Inappropriate""@en"
C_O_ASC,YY,Class Undetermined,http://registry.it.csiro.au/def/soils/asc/,class undetermined,class-undetermined,http://registry.it.csiro.au/def/soils/asc/class-undetermined,"""",@en,"""Class Undetermined""@en"
C_O_ASC,ZZ,No Available Class,http://registry.it.csiro.au/def/soils/asc/,no available class,no-available-class,http://registry.it.csiro.au/def/soils/asc/no-available-class,"""",@en,"""No Available Class""@en"
